,course1,course2,corr,P-value,#students
12619,Psychology3330,Physics1201,0.360206386,0.000708695,85
12626,Psychology3330,Psychology1100,0.543193822,9.86E-07,71
12627,Psychology3330,Psychology1200,0.527694361,6.16E-09,106
12628,Psychology3330,Psychology2000,0.390135803,4.10E-06,131
12629,Psychology3330,Psychology2010,0.556260589,3.00E-12,134
12630,Psychology3330,Psychology2200,0.539477452,4.23E-06,64
12631,Psychology3330,Psychology2201,0.47522291,0.007956966,30
12635,Psychology3330,Psychology2501,0.550371348,1.40E-06,67
12636,Psychology3330,Psychology2600,0.410120796,0.009512618,39
12637,Psychology3330,Psychology2601,0.240501551,0.20047617,30
12638,Psychology3330,Psychology2700,0.430541038,0.00016,72
12639,Psychology3330,Psychology2710,0.345286311,0.007941124,58
12640,Psychology3330,Psychology2800,0.443910432,4.18E-06,99
12641,Psychology3330,Psychology2900,0.499487136,2.62E-09,126
12648,Psychology3330,Psychology3330,1,0,217
12655,Psychology3330,Psychology3600,0.451953359,1.79E-05,83
12658,Psychology3330,Psychology3700,0.354449426,0.042981516,33
12663,Psychology3330,Psychology3820,0.477031315,0.011871392,27
12666,Psychology3330,Psychology3930,0.359432725,0.047041283,31
12671,Psychology3330,Psychology4310,0.622894872,1.77E-05,40
12674,Psychology3330,Psychology4340,0.650165076,2.37E-06,43
12677,Psychology3330,Psychology4810,0.41609141,0.048288361,23
12680,Psychology3330,Psychology4900,0.47724065,0.000174329,57
12686,Psychology3330,Theatre1100,0.226117551,0.118223789,49
12687,Psychology3330,Theology1000,0.391725342,5.74E-06,126
12689,Psychology3330,VisualArts1101,0.457406676,0.016446152,27
12784,Psychology3335,Psychology3335,1,0,20
12920,Psychology3340,Psychology3340,1,9.48E-186,26
13019,Psychology3360,English1102,0.373153701,0.095692405,21
13023,Psychology3360,Philosophy1000,0.496720338,0.021985814,21
13034,Psychology3360,Psychology2010,0.682569905,0.000332609,23
13045,Psychology3360,Psychology2800,0.594794771,0.004455289,21
13046,Psychology3360,Psychology2900,0.488255117,0.028947977,20
13056,Psychology3360,Psychology3360,1,0,62
13085,Psychology3360,Psychology4900,0.644019515,0.001629062,21
13092,Psychology3360,Theology1000,0.230024431,0.258284321,26
13168,Psychology3400,Psychology2000,0.446343929,0.028791204,24
13169,Psychology3400,Psychology2010,0.155766941,0.437841578,27
13181,Psychology3400,Psychology2900,0.190831687,0.383091156,23
13192,Psychology3400,Psychology3400,1,0,57
13289,Psychology3410,English1102,0.525095175,0.001429764,34
13291,Psychology3410,Mathematics1100,0.461510725,0.04052805,20
13293,Psychology3410,Philosophy1000,0.194929118,0.221967679,41
13302,Psychology3410,Psychology1200,0.137646393,0.41655593,37
13303,Psychology3410,Psychology2000,0.357439081,0.041133725,33
13304,Psychology3410,Psychology2010,0.261756357,0.196454345,26
13315,Psychology3410,Psychology2800,0.194486861,0.398229835,21
13316,Psychology3410,Psychology2900,0.730751888,1.01E-05,28
13328,Psychology3410,Psychology3410,1,0,62
13361,Psychology3410,Theatre1100,0.254756349,0.27838398,20
13362,Psychology3410,Theology1000,0.109238635,0.454960632,49
13428,Psychology3550,Philosophy1000,0.551499933,0.006373789,23
13464,Psychology3550,Psychology3550,1,2.00E-206,29
13497,Psychology3550,Theology1000,0.473559843,0.030123723,21
13500,Psychology3600,BiologicalSciences1403,0.277661876,0.000236146,171
13501,Psychology3600,BiologicalSciences1404,0.297149583,0.000329269,142
13502,Psychology3600,BiologicalSciences1413,0.345901261,3.59E-06,171
13503,Psychology3600,Chemistry1321,0.399380993,2.41E-07,156
13504,Psychology3600,Chemistry1322,0.394946995,2.78E-06,132
13505,Psychology3600,Chemistry1331,0.328339544,8.63E-06,176
13506,Psychology3600,Chemistry1332,0.290882876,0.000825036,129
13507,Psychology3600,ComputerandInfoScience1100,0.105051878,0.230607743,132
13510,Psychology3600,ComputerandInfoScience1600,0.235000401,0.107874607,48
13511,Psychology3600,ComputerandInfoScience1610,0.207942903,0.203980755,39
13557,Psychology3600,Economics2140,0.010889636,0.914368183,100
13558,Psychology3600,English1101,0.331193356,0.000632691,103
13559,Psychology3600,English1102,0.325765455,2.70E-14,519
13560,Psychology3600,History1000,0.265906531,0.000457072,170
13561,Psychology3600,Mathematics1100,0.333404331,1.29E-08,277
13562,Psychology3600,Music1100,0.384111163,9.39E-08,181
13563,Psychology3600,Philosophy1000,0.404936802,6.09E-24,571
13564,Psychology3600,Physics1201,0.39470065,2.27E-10,240
13565,Psychology3600,Physics1501,0.310687206,0.013201495,63
13566,Psychology3600,Physics1511,0.335351243,0.00454105,70
13567,Psychology3600,Psychology1000,0.261044253,0.148992999,32
13571,Psychology3600,Psychology1100,0.502335988,2.39E-13,187
13572,Psychology3600,Psychology1200,0.495348654,3.00E-28,434
13573,Psychology3600,Psychology2000,0.52632617,1.74E-35,479
13574,Psychology3600,Psychology2010,0.588309692,3.72E-43,449
13575,Psychology3600,Psychology2200,0.428990847,3.93E-07,129
13576,Psychology3600,Psychology2201,0.483150939,2.70E-07,102
13577,Psychology3600,Psychology2301,0.445800086,0.01195405,31
13578,Psychology3600,Psychology2401,0.638197127,1.39E-06,47
13580,Psychology3600,Psychology2501,0.495255673,6.74E-14,202
13581,Psychology3600,Psychology2600,0.415663668,2.97E-07,141
13582,Psychology3600,Psychology2601,0.753649178,1.13E-10,52
13583,Psychology3600,Psychology2700,0.470838613,7.18E-14,226
13584,Psychology3600,Psychology2710,0.572078018,7.25E-19,201
13585,Psychology3600,Psychology2800,0.463767894,4.69E-19,331
13586,Psychology3600,Psychology2900,0.569167281,4.72E-39,439
13587,Psychology3600,Psychology3100,0.400564526,8.34E-05,91
13588,Psychology3600,Psychology3110,0.557784346,5.40E-06,58
13591,Psychology3600,Psychology3300,0.738015414,3.25E-06,30
13593,Psychology3600,Psychology3330,0.451953359,1.79E-05,83
13600,Psychology3600,Psychology3600,1,0,905
13601,Psychology3600,Psychology3610,0.602706423,1.50E-05,44
13603,Psychology3600,Psychology3700,0.4839081,2.05E-06,87
13606,Psychology3600,Psychology3730,0.308746036,0.025947581,52
13607,Psychology3600,Psychology3810,0.469882317,0.003342593,37
13608,Psychology3600,Psychology3820,0.466239407,6.99E-05,67
13611,Psychology3600,Psychology3930,0.443136758,6.31E-07,116
13612,Psychology3600,Psychology3950,0.610014504,0.000163875,33
13614,Psychology3600,Psychology4245,0.659524427,4.03E-05,32
13616,Psychology3600,Psychology4310,0.435002742,1.09E-07,137
13619,Psychology3600,Psychology4340,0.525286993,7.17E-12,148
13620,Psychology3600,Psychology4370,0.580165539,0.000623591,31
13622,Psychology3600,Psychology4810,0.613984548,1.29E-06,52
13623,Psychology3600,Psychology4820,0.383183565,0.058661057,25
13625,Psychology3600,Psychology4900,0.480136569,6.76E-11,165
13631,Psychology3600,Theatre1100,0.329480568,4.81E-07,223
13632,Psychology3600,Theology1000,0.380885123,1.98E-21,579
13633,Psychology3600,Theology3200,0.382871057,3.09E-05,112
13634,Psychology3600,VisualArts1101,0.213660511,0.023068649,113
13635,Psychology3610,BiologicalSciences1403,0.330174582,0.056508887,34
13636,Psychology3610,BiologicalSciences1404,0.337100793,0.085526436,27
13637,Psychology3610,BiologicalSciences1413,0.392822245,0.021555838,34
13638,Psychology3610,Chemistry1321,0.055064342,0.780782204,28
13639,Psychology3610,Chemistry1322,0.083372864,0.712224573,22
13640,Psychology3610,Chemistry1331,0.250347214,0.166985253,32
13641,Psychology3610,Chemistry1332,-0.104156343,0.628143748,24
13694,Psychology3610,English1102,0.381287238,0.000345735,84
13695,Psychology3610,History1000,0.491550561,0.002003898,37
13696,Psychology3610,Mathematics1100,0.453429569,0.001068147,49
13697,Psychology3610,Music1100,0.474397975,0.014341226,26
13698,Psychology3610,Philosophy1000,0.41472871,6.50E-05,87
13699,Psychology3610,Physics1201,0.097537507,0.549339244,40
13706,Psychology3610,Psychology1100,0.281321501,0.067625695,43
13707,Psychology3610,Psychology1200,0.545103803,5.12E-07,74
13708,Psychology3610,Psychology2000,0.553754942,9.93E-08,80
13709,Psychology3610,Psychology2010,0.606682683,1.93E-09,81
13710,Psychology3610,Psychology2200,0.744238849,2.00E-05,25
13715,Psychology3610,Psychology2501,0.43245637,0.00239915,47
13716,Psychology3610,Psychology2600,0.706723344,0.000341534,21
13718,Psychology3610,Psychology2700,0.422602186,0.003435924,46
13719,Psychology3610,Psychology2710,0.476899272,0.007708638,30
13720,Psychology3610,Psychology2800,0.394120059,0.004214732,51
13721,Psychology3610,Psychology2900,0.504496189,8.46E-06,70
13735,Psychology3610,Psychology3600,0.602706423,1.50E-05,44
13736,Psychology3610,Psychology3610,1,0,108
13754,Psychology3610,Psychology4340,0.565131412,0.009417613,20
13760,Psychology3610,Psychology4900,0.396839739,0.015023051,37
13766,Psychology3610,Theatre1100,0.183164236,0.315652598,32
13767,Psychology3610,Theology1000,0.394368032,0.000157075,87
13829,Psychology3640,English1102,0.447837123,0.006164396,36
13831,Psychology3640,Mathematics1100,0.167994564,0.466671362,21
13833,Psychology3640,Philosophy1000,0.415210615,0.004565168,45
13842,Psychology3640,Psychology1200,0.266943788,0.146585866,31
13843,Psychology3640,Psychology2000,0.326342692,0.059612218,34
13844,Psychology3640,Psychology2010,0.351430626,0.072254453,27
13855,Psychology3640,Psychology2800,0.497735708,0.01565758,23
13856,Psychology3640,Psychology2900,0.435006518,0.033635447,24
13872,Psychology3640,Psychology3640,1,0,55
13902,Psychology3640,Theology1000,-0.030774668,0.865001921,33
13905,Psychology3700,BiologicalSciences1403,0.333611332,0.010492061,58
13906,Psychology3700,BiologicalSciences1404,0.138019103,0.408604901,38
13907,Psychology3700,BiologicalSciences1413,0.367925139,0.004866569,57
13908,Psychology3700,Chemistry1321,0.11124149,0.477596847,43
13909,Psychology3700,Chemistry1322,-0.219944409,0.260752456,28
13910,Psychology3700,Chemistry1331,0.276358867,0.054581604,49
13911,Psychology3700,Chemistry1332,-0.02688681,0.896268136,26
13912,Psychology3700,ComputerandInfoScience1100,0.204052054,0.239687941,35
13962,Psychology3700,Economics2140,0.081422161,0.686408497,27
13963,Psychology3700,English1101,0.392483073,0.028967076,31
13964,Psychology3700,English1102,0.188738588,0.038149371,121
13965,Psychology3700,History1000,0.212684825,0.176282886,42
13966,Psychology3700,Mathematics1100,0.229266923,0.054448697,71
13967,Psychology3700,Music1100,0.298444596,0.031631286,52
13968,Psychology3700,Philosophy1000,0.332240297,9.94E-05,132
13969,Psychology3700,Physics1201,0.396932687,0.000507316,73
13976,Psychology3700,Psychology1100,0.619352838,1.40E-08,69
13977,Psychology3700,Psychology1200,0.332784116,0.000231413,118
13978,Psychology3700,Psychology2000,0.381608763,2.01E-05,118
13979,Psychology3700,Psychology2010,0.507970796,5.06E-10,132
13980,Psychology3700,Psychology2200,0.557928243,1.73E-05,52
13981,Psychology3700,Psychology2201,0.360865478,0.033194319,35
13985,Psychology3700,Psychology2501,0.690298632,3.81E-11,70
13986,Psychology3700,Psychology2600,0.555224832,0.00053617,35
13987,Psychology3700,Psychology2601,0.673835785,0.000423351,23
13988,Psychology3700,Psychology2700,0.586325592,6.25E-08,72
13989,Psychology3700,Psychology2710,0.436756505,0.000432996,61
13990,Psychology3700,Psychology2800,0.449072925,5.40E-07,114
13991,Psychology3700,Psychology2900,0.401990559,9.34E-07,139
13998,Psychology3700,Psychology3330,0.354449426,0.042981516,33
14005,Psychology3700,Psychology3600,0.4839081,2.05E-06,87
14008,Psychology3700,Psychology3700,1,0,233
14011,Psychology3700,Psychology3730,0.35430101,0.03979562,34
14013,Psychology3700,Psychology3820,0.134443972,0.531097483,24
14016,Psychology3700,Psychology3930,0.664515283,4.56E-05,31
14021,Psychology3700,Psychology4310,0.651980185,6.91E-06,39
14024,Psychology3700,Psychology4340,0.603325455,2.98E-05,41
14030,Psychology3700,Psychology4900,0.678505748,1.25E-08,55
14036,Psychology3700,Theatre1100,0.152933988,0.251748136,58
14037,Psychology3700,Theology1000,0.292179891,0.000531299,137
14038,Psychology3700,Theology3200,0.258232585,0.193425454,27
14039,Psychology3700,VisualArts1101,0.342946184,0.086318836,26
14113,Psychology3710,Psychology2000,0.4644661,0.014657275,27
14114,Psychology3710,Psychology2010,0.503131623,0.001283371,38
14120,Psychology3710,Psychology2501,0.564294475,0.005033984,23
14123,Psychology3710,Psychology2700,0.654922168,0.000695527,23
14125,Psychology3710,Psychology2800,0.627494092,0.000459254,27
14126,Psychology3710,Psychology2900,0.481929866,0.003900882,34
14144,Psychology3710,Psychology3710,1,0,76
14172,Psychology3710,Theology1000,-0.038316151,0.872581918,20
14280,Psychology3720,Psychology3720,1,7.47E-166,23
14310,Psychology3730,BiologicalSciences1403,0.426769367,0.001789971,51
14311,Psychology3730,BiologicalSciences1404,0.217503561,0.12918781,50
14312,Psychology3730,BiologicalSciences1413,0.557717888,2.12E-05,51
14313,Psychology3730,Chemistry1321,0.114977429,0.436465788,48
14314,Psychology3730,Chemistry1322,0.049488681,0.758637249,41
14315,Psychology3730,Chemistry1331,0.258123506,0.057078628,55
14316,Psychology3730,Chemistry1332,0.326493615,0.039765625,40
14317,Psychology3730,ComputerandInfoScience1100,0.318731869,0.105147575,27
14367,Psychology3730,Economics2140,0.048982783,0.81217364,26
14369,Psychology3730,English1102,0.372913885,6.51E-05,109
14370,Psychology3730,History1000,0.474990735,0.001122026,44
14371,Psychology3730,Mathematics1100,0.274532036,0.071318874,44
14372,Psychology3730,Music1100,0.353719362,0.019968897,43
14373,Psychology3730,Philosophy1000,0.4063173,1.06E-05,110
14374,Psychology3730,Physics1201,0.390376517,0.004625044,51
14375,Psychology3730,Physics1501,0.204818806,0.286506615,29
14376,Psychology3730,Physics1511,0.264914842,0.149796992,31
14381,Psychology3730,Psychology1100,0.457865323,0.001777092,44
14382,Psychology3730,Psychology1200,0.395607422,0.000113719,90
14383,Psychology3730,Psychology2000,0.369225211,0.000369852,89
14384,Psychology3730,Psychology2010,0.662671137,3.46E-13,94
14385,Psychology3730,Psychology2200,0.610393045,0.000126432,34
14386,Psychology3730,Psychology2201,0.668242051,0.000261427,25
14390,Psychology3730,Psychology2501,0.506294109,0.0004541,44
14393,Psychology3730,Psychology2700,0.43428058,0.001157792,53
14394,Psychology3730,Psychology2710,0.526307723,0.000343473,42
14395,Psychology3730,Psychology2800,0.379024345,0.00079834,75
14396,Psychology3730,Psychology2900,0.567481746,4.48E-09,91
14410,Psychology3730,Psychology3600,0.308746036,0.025947581,52
14413,Psychology3730,Psychology3700,0.35430101,0.03979562,34
14416,Psychology3730,Psychology3730,1,0,176
14421,Psychology3730,Psychology3930,0.316348667,0.100989992,28
14426,Psychology3730,Psychology4310,0.422917433,0.014202695,33
14429,Psychology3730,Psychology4340,0.552231424,0.000708742,34
14435,Psychology3730,Psychology4900,0.546045764,5.96E-05,48
14441,Psychology3730,Theatre1100,0.377179843,0.005368063,53
14442,Psychology3730,Theology1000,0.461887155,9.68E-08,121
14443,Psychology3730,Theology3200,0.323804877,0.106591546,26
14444,Psychology3730,VisualArts1101,0.451566048,0.023455515,25
14504,Psychology3810,English1102,0.227087583,0.056848722,71
14506,Psychology3810,Mathematics1100,0.101588688,0.580096907,32
14508,Psychology3810,Philosophy1000,0.300530547,0.008797658,75
14509,Psychology3810,Physics1201,0.645250024,0.000662426,24
14517,Psychology3810,Psychology1200,0.365712896,0.007082787,53
14518,Psychology3810,Psychology2000,0.539165288,8.80E-06,60
14519,Psychology3810,Psychology2010,0.650999332,1.79E-08,60
14525,Psychology3810,Psychology2501,0.696282776,0.000454849,21
14526,Psychology3810,Psychology2600,0.438007745,0.017479093,29
14528,Psychology3810,Psychology2700,0.752178681,2.25E-05,24
14529,Psychology3810,Psychology2710,0.620253357,0.002073363,22
14530,Psychology3810,Psychology2800,0.407916085,0.018448939,33
14531,Psychology3810,Psychology2900,0.464817136,0.000765949,49
14545,Psychology3810,Psychology3600,0.469882317,0.003342593,37
14552,Psychology3810,Psychology3810,1,0,111
14561,Psychology3810,Psychology4310,0.485252871,0.030100163,20
14570,Psychology3810,Psychology4900,0.744216478,4.53E-07,34
14576,Psychology3810,Theatre1100,0.372573912,0.017904287,40
14577,Psychology3810,Theology1000,0.396075079,0.000754832,69
14580,Psychology3820,BiologicalSciences1403,0.403570673,0.010843943,39
14581,Psychology3820,BiologicalSciences1404,0.6140992,0.000111976,34
14582,Psychology3820,BiologicalSciences1413,0.370407097,0.020277287,39
14583,Psychology3820,Chemistry1321,0.096375672,0.618956451,29
14585,Psychology3820,Chemistry1331,0.460039082,0.006191011,34
14586,Psychology3820,Chemistry1332,0.391740831,0.079048507,21
14587,Psychology3820,ComputerandInfoScience1100,0.506660728,0.009748921,25
14638,Psychology3820,English1101,0.137982746,0.540300352,22
14639,Psychology3820,English1102,0.358972588,0.00018249,104
14640,Psychology3820,History1000,0.361144544,0.028086773,37
14641,Psychology3820,Mathematics1100,0.282707211,0.025989552,62
14642,Psychology3820,Music1100,0.061636765,0.713162587,38
14643,Psychology3820,Philosophy1000,0.175612434,0.065241103,111
14644,Psychology3820,Physics1201,0.244267352,0.077951339,53
14651,Psychology3820,Psychology1100,0.454524787,0.001035036,49
14652,Psychology3820,Psychology1200,0.444001809,1.65E-05,87
14653,Psychology3820,Psychology2000,0.561820401,2.07E-10,109
14654,Psychology3820,Psychology2010,0.466914269,6.72E-08,121
14655,Psychology3820,Psychology2200,0.6385704,3.66E-05,35
14656,Psychology3820,Psychology2201,0.469517971,0.017886383,25
14660,Psychology3820,Psychology2501,0.613027406,7.26E-08,64
14661,Psychology3820,Psychology2600,0.302317483,0.133332625,26
14663,Psychology3820,Psychology2700,0.579128283,1.30E-05,49
14664,Psychology3820,Psychology2710,0.655132692,4.49E-06,40
14665,Psychology3820,Psychology2800,0.55742963,5.36E-09,94
14666,Psychology3820,Psychology2900,0.606470149,1.09E-12,113
14673,Psychology3820,Psychology3330,0.477031315,0.011871392,27
14680,Psychology3820,Psychology3600,0.466239407,6.99E-05,67
14683,Psychology3820,Psychology3700,0.134443972,0.531097483,24
14688,Psychology3820,Psychology3820,1,0,173
14691,Psychology3820,Psychology3930,0.49474834,0.010185415,26
14696,Psychology3820,Psychology4310,0.439116584,0.02193147,27
14699,Psychology3820,Psychology4340,0.052017049,0.737371622,44
14705,Psychology3820,Psychology4900,0.562561322,0.000533997,34
14711,Psychology3820,Theatre1100,-0.043333242,0.790626159,40
14712,Psychology3820,Theology1000,0.497911166,1.73E-08,114
14713,Psychology3820,Theology3200,0.424750725,0.048790669,22
14714,Psychology3820,VisualArts1101,-0.056874425,0.782575453,26
14824,Psychology3901,Psychology3901,1,0,21
14960,Psychology3910,Psychology3910,1,0,36
14985,Psychology3930,BiologicalSciences1403,0.441997399,0.001310801,50
14986,Psychology3930,BiologicalSciences1404,0.286900884,0.072665179,40
14987,Psychology3930,BiologicalSciences1413,0.569511526,1.59E-05,50
14988,Psychology3930,Chemistry1321,0.109340169,0.525561546,36
14989,Psychology3930,Chemistry1322,0.124129829,0.513412996,30
14990,Psychology3930,Chemistry1331,0.288596496,0.067261028,41
14991,Psychology3930,Chemistry1332,0.390670906,0.036137603,29
14992,Psychology3930,ComputerandInfoScience1100,0.42354733,0.031074077,26
15042,Psychology3930,Economics2140,-0.207237463,0.289990401,28
15043,Psychology3930,English1101,0.015380645,0.928008346,37
15044,Psychology3930,English1102,0.281186026,0.001303647,128
15045,Psychology3930,History1000,0.368482365,0.011743871,46
15046,Psychology3930,Mathematics1100,0.14045519,0.205337588,83
15047,Psychology3930,Music1100,0.394216509,0.003831138,52
15048,Psychology3930,Philosophy1000,0.325769842,5.34E-05,148
15049,Psychology3930,Physics1201,0.325643676,0.004933469,73
15056,Psychology3930,Psychology1100,0.586360113,4.04E-08,74
15057,Psychology3930,Psychology1200,0.565657945,1.30E-12,133
15058,Psychology3930,Psychology2000,0.44655257,2.58E-09,162
15059,Psychology3930,Psychology2010,0.449936,1.69E-09,163
15060,Psychology3930,Psychology2200,0.591874858,9.39E-06,48
15061,Psychology3930,Psychology2201,0.536921446,0.000509998,38
15065,Psychology3930,Psychology2501,0.413349624,0.000307593,72
15066,Psychology3930,Psychology2600,0.688376587,3.37E-07,43
15067,Psychology3930,Psychology2601,0.374866287,0.085619134,22
15068,Psychology3930,Psychology2700,0.626128271,4.05E-09,72
15069,Psychology3930,Psychology2710,0.55835852,1.60E-07,76
15070,Psychology3930,Psychology2800,0.589935592,3.21E-12,116
15071,Psychology3930,Psychology2900,0.552744387,2.91E-14,161
15073,Psychology3930,Psychology3110,0.725095425,4.12E-05,25
15078,Psychology3930,Psychology3330,0.359432725,0.047041283,31
15085,Psychology3930,Psychology3600,0.443136758,6.31E-07,116
15088,Psychology3930,Psychology3700,0.664515283,4.56E-05,31
15091,Psychology3930,Psychology3730,0.316348667,0.100989992,28
15093,Psychology3930,Psychology3820,0.49474834,0.010185415,26
15096,Psychology3930,Psychology3930,1,0,234
15101,Psychology3930,Psychology4310,0.634084702,5.87E-07,51
15104,Psychology3930,Psychology4340,0.568371847,2.51E-05,48
15110,Psychology3930,Psychology4900,0.462271108,0.000725595,50
15116,Psychology3930,Theatre1100,0.259055946,0.056155645,55
15117,Psychology3930,Theology1000,0.328071422,7.14E-05,141
15118,Psychology3930,Theology3200,0.296250144,0.105612915,31
15119,Psychology3930,VisualArts1101,0.477278988,0.010221179,28
15120,Psychology3950,BiologicalSciences1403,0.439342688,0.052603496,20
15122,Psychology3950,BiologicalSciences1413,0.480425254,0.032027985,20
15125,Psychology3950,Chemistry1331,0.484653909,0.025972025,21
15179,Psychology3950,English1102,0.398748681,0.004996523,48
15181,Psychology3950,Mathematics1100,0.351810194,0.099712419,23
15183,Psychology3950,Philosophy1000,0.242870442,0.092668703,49
15184,Psychology3950,Physics1201,0.410640361,0.011584516,37
15191,Psychology3950,Psychology1100,0.098011009,0.58132412,34
15192,Psychology3950,Psychology1200,0.162225256,0.292757856,44
15193,Psychology3950,Psychology2000,0.320583643,0.018106746,54
15194,Psychology3950,Psychology2010,0.51450935,3.06E-05,59
15195,Psychology3950,Psychology2200,0.754696947,8.40E-06,26
15200,Psychology3950,Psychology2501,0.714081672,1.98E-05,28
15203,Psychology3950,Psychology2700,0.677268891,0.000200241,25
15205,Psychology3950,Psychology2800,0.327404241,0.039184115,40
15206,Psychology3950,Psychology2900,0.502232311,0.000375872,46
15220,Psychology3950,Psychology3600,0.610014504,0.000163875,33
15232,Psychology3950,Psychology3950,1,0,85
15239,Psychology3950,Psychology4340,0.26324197,0.262129076,20
15245,Psychology3950,Psychology4900,0.386445131,0.068533657,23
15252,Psychology3950,Theology1000,0.497666022,0.000274447,49
15368,Psychology4000,Psychology4000,1,1.06E-220,30
15390,Psychology4245,BiologicalSciences1403,0.207625308,0.279810147,29
15391,Psychology4245,BiologicalSciences1404,-0.016350827,0.936811623,26
15392,Psychology4245,BiologicalSciences1413,0.245867137,0.198569915,29
15393,Psychology4245,Chemistry1321,0.23802854,0.231858347,27
15395,Psychology4245,Chemistry1331,0.443161345,0.018182569,28
15449,Psychology4245,English1102,0.317978145,0.027632899,48
15453,Psychology4245,Philosophy1000,0.396025174,0.005859174,47
15462,Psychology4245,Psychology1200,0.573146446,0.000136954,39
15463,Psychology4245,Psychology2000,0.565228702,5.22E-05,45
15464,Psychology4245,Psychology2010,0.682436749,4.65E-07,43
15466,Psychology4245,Psychology2201,0.391366515,0.07167928,22
15476,Psychology4245,Psychology2900,0.221689408,0.230693114,31
15490,Psychology4245,Psychology3600,0.659524427,4.03E-05,32
15504,Psychology4245,Psychology4245,1,0,58
15522,Psychology4245,Theology1000,0.340841761,0.020450993,46
15660,Psychology4310,BiologicalSciences1403,0.279047459,0.011645146,81
15661,Psychology4310,BiologicalSciences1404,0.385480988,0.000757508,73
15662,Psychology4310,BiologicalSciences1413,0.282131071,0.010229317,82
15663,Psychology4310,Chemistry1321,0.370884612,0.001340367,72
15664,Psychology4310,Chemistry1322,0.019268055,0.881835357,62
15665,Psychology4310,Chemistry1331,0.462258494,1.80E-05,79
15666,Psychology4310,Chemistry1332,0.134749002,0.30049041,61
15667,Psychology4310,ComputerandInfoScience1100,0.302839452,0.051242422,42
15670,Psychology4310,ComputerandInfoScience1600,0.257924243,0.246499017,22
15717,Psychology4310,Economics2140,-0.180540629,0.299334423,35
15718,Psychology4310,English1101,0.163675484,0.30032714,42
15719,Psychology4310,English1102,0.263980345,0.000449105,173
15720,Psychology4310,History1000,0.352778899,0.004247755,64
15721,Psychology4310,Mathematics1100,0.306364067,0.003695976,88
15722,Psychology4310,Music1100,0.325670245,0.0076219,66
15723,Psychology4310,Philosophy1000,0.279538269,7.25E-05,196
15724,Psychology4310,Physics1201,0.372750004,0.000610297,81
15725,Psychology4310,Physics1501,-0.04096756,0.84583757,25
15726,Psychology4310,Physics1511,-0.055592375,0.778731352,28
15731,Psychology4310,Psychology1100,0.671673733,7.79E-11,73
15732,Psychology4310,Psychology1200,0.544754641,9.83E-13,147
15733,Psychology4310,Psychology2000,0.461900614,3.22E-11,186
15734,Psychology4310,Psychology2010,0.553524529,7.71E-16,180
15735,Psychology4310,Psychology2200,0.62777984,3.76E-07,54
15736,Psychology4310,Psychology2201,0.563238364,5.62E-05,45
15737,Psychology4310,Psychology2301,0.334686583,0.138082507,21
15738,Psychology4310,Psychology2401,0.621520231,0.002633557,21
15740,Psychology4310,Psychology2501,0.537438805,4.72E-08,90
15741,Psychology4310,Psychology2600,0.442564352,0.000805386,54
15742,Psychology4310,Psychology2601,0.607570967,0.00163848,24
15743,Psychology4310,Psychology2700,0.539581214,6.94E-08,87
15744,Psychology4310,Psychology2710,0.531463663,7.06E-08,90
15745,Psychology4310,Psychology2800,0.495600485,7.39E-10,137
15746,Psychology4310,Psychology2900,0.491654984,2.66E-11,163
15747,Psychology4310,Psychology3100,0.3435137,0.034724733,38
15748,Psychology4310,Psychology3110,0.192828609,0.298665858,31
15753,Psychology4310,Psychology3330,0.622894872,1.77E-05,40
15760,Psychology4310,Psychology3600,0.435002742,1.09E-07,137
15763,Psychology4310,Psychology3700,0.651980185,6.91E-06,39
15766,Psychology4310,Psychology3730,0.422917433,0.014202695,33
15767,Psychology4310,Psychology3810,0.485252871,0.030100163,20
15768,Psychology4310,Psychology3820,0.439116584,0.02193147,27
15771,Psychology4310,Psychology3930,0.634084702,5.87E-07,51
15776,Psychology4310,Psychology4310,1,0,334
15779,Psychology4310,Psychology4340,0.685316281,2.95E-09,58
15782,Psychology4310,Psychology4810,0.751170036,5.60E-05,22
15785,Psychology4310,Psychology4900,0.61937238,3.79E-08,65
15791,Psychology4310,Theatre1100,0.086804392,0.455902749,76
15792,Psychology4310,Theology1000,0.327173904,2.70E-06,197
15793,Psychology4310,Theology3200,0.522571976,0.000385045,42
15794,Psychology4310,VisualArts1101,0.463834442,0.004380807,36
15854,Psychology4330,English1102,0.327623845,0.118091859,24
15858,Psychology4330,Philosophy1000,0.105458393,0.600618017,27
15912,Psychology4330,Psychology4330,1,0,51
15927,Psychology4330,Theology1000,0.283076382,0.180127656,24
16065,Psychology4340,BiologicalSciences1403,0.406672431,0.000102131,86
16066,Psychology4340,BiologicalSciences1404,0.158454223,0.180589223,73
16067,Psychology4340,BiologicalSciences1413,0.496037788,1.19E-06,86
16068,Psychology4340,Chemistry1321,0.288705632,0.011429975,76
16069,Psychology4340,Chemistry1322,0.096407538,0.463698751,60
16070,Psychology4340,Chemistry1331,0.290133217,0.006733131,86
16071,Psychology4340,Chemistry1332,0.229846597,0.074755298,61
16072,Psychology4340,ComputerandInfoScience1100,0.300555204,0.027225139,54
16075,Psychology4340,ComputerandInfoScience1600,0.37340523,0.029612672,34
16076,Psychology4340,ComputerandInfoScience1610,0.404748822,0.02941127,29
